recipe_name,url,total_time,servings,ingredients,directions,img_src
Watermelon Ice Cream Pops,https://tasty.co/recipe/watermelon-ice-cream-pops,,,"1.5 cups heavy cream, divided | ½ (14-ounce) can sweetened condensed milk | ½ cup fresh watermelon juice | ½ cup mini chocolate chips | ½ teaspoon pandan extract | watermelon popsicle mold","Prepare the Watermelon Ice Cream Layer: In a large mixing bowl, whip 1 cup of heavy cream until soft peaks form. Gently fold in the sweetened condensed milk and watermelon juice until well combined. Add the mini chocolate chips and stir until evenly distributed. | Pour the watermelon ice cream mixture into the watermelon-shaped popsicle molds, filling each mold about ⅔ full to leave space for the pandan layer. | Freeze for at least 1 hour or until the mixture is firm enough to hold its shape but not completely frozen. | Prepare the Pandan Whipped Cream Layer: In a clean mixing bowl, whip the remaining ½ cup of heavy cream until soft peaks form. Add the pandan extract and gently fold until well combined. | Spoon a small layer of the pandan whipped cream on top of the semi-frozen watermelon ice cream in each mold, creating the ""rind"" layer. | Insert popsicle sticks into each mold, ensuring they are securely positioned. Freeze the popsicles for at least 4 hours or until completely solid. | To release the popsicles from the molds, run warm water over the outside of the molds for a few seconds. | Enjoy! | Don't let a good recipe slip away. Download the Tasty app and save your favorites for easy access.","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEAAAEALAAAAAABAAEAAAICTAEAOw=="
Homemade Tartar Sauce,https://tasty.co/recipe/homemade-tartar-sauce,,,"½ shallot, finely diced | 1 cup mayonnaise | 2 tablespoons capers, rinsed and chopped | ⅓ cup dill pickles, finely diced | zest of 1 lemon | 1.5 tablespoons lemon juice | 3 tablespoons fresh dill, chopped | 3 tablespoons chives, chopped | salt and pepper, to taste",Mix all ingredients together in a bowl until well combined. Refrigerate until ready to use. | Enjoy! | Don't just wing it -- plan it! Use our meal planner tool in the Tasty app. Download here.,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEAAAEALAAAAAABAAEAAAICTAEAOw=="
Chocolate Black Sesame Rice Krispies,https://tasty.co/recipe/chocolate-black-sesame-rice-krispies,,,"4 tablespoons unsalted butter | ½ cup black sesame seeds | 4 cups crispy rice cereal | 4 cups mini marshmallows | ⅛ teaspoon kosher salt | 2 tablespoons chocolate spread | toasted sesame oil, for greasing","Grease a 9-inch square pan with toasted sesame oil. Set aside. | Begin by melting the butter in a large pot and browning it over medium heat for about 5 minutes. Once done, toast the black sesame seeds until they become fragrant. This usually takes a few minutes. | Add the marshmallows and a pinch of kosher salt. Stir continuously until fully melted and smooth, about 5 minutes. | Remove the pot from heat and add in the chocolate spread. Stir until evenly combined. | Then fold in the rice cereal until evenly coated with the marshmallow mixture. | Press the mixture into the greased baking dish. Press lightly with an oiled spatula or your clean hand. | Allow the treats to cool and set completely in the fridge, about 45 minutes. | Once cooled, cut into squares or desired shapes and serve. | Enjoy! | Busy? Plan your meals for the week using our exclusive meal planner tool in the Tasty app. Download now and get organized.","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEAAAEALAAAAAABAAEAAAICTAEAOw=="
Crispy Potato Salad,https://tasty.co/recipe/crispy-potato-salad,,,"1 30 oz bag of frozen tater tots | 1 cup yogurt | ½ cup mayonnaise | 1 lemon, juiced | 2 garlic cloves, minced | 1 cucumber, diced | 1 celery rib, small-diced | 4 radishes, thinly sliced | 1 tablespoon chopped parsley | ¼ cup chopped dill | 1 red onion, finely sliced | 1 tablespoon chopped green onions","Cook tater tots according to the instructions on the packaging. | Meanwhile, make the dressing: In a large bowl, whisk together the yogurt, mayonnaise, garlic and lemon juice until well combined. | Make the salad: Add the tots, cucumber, celery, radishes, parsley, dill and red onions to the dressing and mix well. | Gently fold everything to mix well. Garnish with green onions. | Enjoy! | Cook smarter, not harder. Use our AI chef Botatouille on the Tasty app. Download now.","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEAAAEALAAAAAABAAEAAAICTAEAOw=="
50 Clove Garlic Copycat Red Lobster Biscuits,https://tasty.co/recipe/copycat-red-lobster-biscuits,,,4 cups self-rising flour | 2 teaspoons granulated sugar | 1 tablespoon garlic flakes | 3 cups shredded cheddar cheese | 16 tablespoons melted unsalted butter | 1.5 cups buttermilk | 16 tablespoons melted unsalted butter | 2 teaspoons dried parsley | 1.5 tablespoons garlic flakes | 1 teaspoon kosher salt,"Preheat your oven to 425°F (220°C). Line a baking sheet with parchment paper. | In a large mixing bowl, whisk together the flour, sugar, and garlic flakes until evenly combined. Add the shredded cheddar cheese and set aside. | In a separate bowl, mix together the buttermilk and melted butter. Pour the wet ingredients into the dry ingredients and stir until just combined. Do not overmix; the dough should be slightly sticky. | Using a spoon or a small ice cream scoop, drop about ¼ cup of dough onto the prepared baking sheet for each biscuit, spacing them about 2 inches apart. | Bake in the preheated oven for 15 to 20 minutes, or until the biscuits are golden brown and cooked through. | Make garlic butter topping: mix together the melted butter, garlic flakes, parsley flakes, and salt in a small bowl. Set aside. | As soon as the biscuits come out of the oven, brush them generously with the garlic butter topping. | Enjoy! | Meal planning made easy with the Tasty app. Download now to see exclusive curated meal plans.","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEAAAEALAAAAAABAAEAAAICTAEAOw=="
This recipe is exclusively available in the Tasty app.,https://tasty.co/recipe/mini-ratatouille-galettes,,,,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEAAAEALAAAAAABAAEAAAICTAEAOw=="
This recipe is exclusively available in the Tasty app.,https://tasty.co/recipe/milk-cereal-bars,,,,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEAAAEALAAAAAABAAEAAAICTAEAOw=="
Refreshing Mango Lassi,https://tasty.co/recipe/refreshing-mango-lassi,,,"10 cardamom pods, deseeded (or 1 teaspoon ground cardamom) | 2 ripe mangoes, diced (or 1 ⅓ cup mango pulp) | ¾ cup plain yogurt | ¾ cup whole milk | 5 ice cubes, optional | chopped pistachio, for garnish | whipped cream, for garnish","Remove the cardamom seeds from the pods and crush into a powder with a mortar and pestle. | In a blender, combine the ice, chopped mangoes or mango pulp, yogurt, milk, and ground cardamom. Blend until smooth. Adjust the sweetness and thickness according to your preference. | Pour the lassi into glasses and garnish with whipped cream and pistachios. | Enjoy! | Hate losing that perfect recipe? Save and organize recipes easily on the Tasty app. Download now.","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEAAAEALAAAAAABAAEAAAICTAEAOw=="
BLTA Sandwich,https://tasty.co/recipe/blta-sandwich,,,"4 slices thick-cut bacon | 5 slices tomato | 3 butter lettuce leaves, washed and dried | 2 slices sourdough bread | 1 tablespoon butter | 2 tablespoons mayonnaise | 2 tablespoons whole grain mustard | 1 tablespoon lemon juice | ½ teaspoon black pepper | ⅓ teaspoon salt | salt and pepper, for seasoning, if desired | ½ avocado, thinly sliced","Preheat the oven to 400°F (200°C). Place bacon slices on a baking sheet and bake until crispy, about 15-20 minutes depending on thickness. Remove and drain on paper towels. | Meanwhile, prepare the sauce by mixing together mayonnaise, wholegrain mustard, lemon juice, black pepper, and salt. Chill in the fridge until ready to use. | Season the sliced tomatoes with a pinch of salt and pepper. | Heat a skillet or griddle over medium heat. Spread butter on one side of each slice of sourdough bread. Toast the bread slices in the skillet until golden brown, about 1-2 minutes per side. | Assemble the sandwich: Spread a layer of sauce on the toasted side of each bread slice. Layer with bacon, lettuce, seasoned tomatoes, avocado slices, and more sauce if desired. Top with the remaining slice of bread, sauce side down. | Slice the sandwich in half diagonally and serve immediately. | Enjoy! | All your favorite recipes, stored in one place. Download the Tasty app and never lose a recipe again.",https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/498775.jpg?resize=300:*&output-format=jpg&output-quality=auto
Copycat Din Tai Fung Green Beans With 50 Garlic Cloves,https://tasty.co/recipe/copycat-din-tai-fung-green-beans-with-50-garlic-cloves,,,"1 lb green beans, washed and trimmed to 3"" pieces | 50 garlic cloves, finely minced | 1 teaspoon kosher salt | ¼ teaspoon white pepper | ¼ teaspoon msg, or chicken bouillon powder","Using a chef's knife, finely mince 50 cloves of garlic and set aside. | Add 2 inches of neutral oil to a shallow pan and heat to 375°F. | Fry the green beans in batches for about 1 minute, or until the skins start to blister. | Once fried, immediately transfer the beans to a paper towel-lined plate. Continue frying all the beans, and once done, reserve ¼ cup of the frying oil. | In a large pan, add the reserved ¼ cup of frying oil. Add the garlic and sauté on low for 1-2 minutes, until the garlic is pale golden and aromatic but not browned. | Add the green beans back to the pan and season with white pepper, MSG (if using), and salt to taste. | Enjoy! | Busy? Plan your meals for the week using our exclusive meal planner tool in the Tasty app. Download now and get organized.",https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/498680.jpg?resize=300:*&output-format=jpg&output-quality=auto
Air Fryer Mango Thai Chicken Wings,https://tasty.co/recipe/air-fryer-mango-thai-chicken-wings,,,"1.5 lb chicken wings | 2 tablespoons cornstarch | 1 teaspoon kosher salt | 1 teaspoon baking powder | 1 teaspoon garlic powder | 1 teaspoon onion powder | 1 teaspoon paprika | ½ teaspoon freshly ground black pepper | 2 large mangoes, peeled, pitted, and coarsely chopped | 10 red thai chiles | ½ cup water | 2 garlic cloves | 4 tablespoons honey | ½ teaspoon kosher salt | 2 tablespoons unsalted butter, cold | scallion, sliced, for garnish | red thai chile, minced, for garnish | fresh lime juice, for garnish","Prepare the wings: Pat the chicken wings using a paper towel to remove excess moisture. | In a medium bowl, mix together cornstarch, salt, baking powder, garlic powder, onion powder, paprika, and pepper until well combined. Add the chicken wings and toss until evenly coated. Set aside. | Make the sauce: In a medium pot, combine the mango, chilies, water, garlic, honey and salt. Use an immersion blender to blend until smooth. Place the pot over medium heat and cook for 5 minutes. Whisk in the butter and continue cooking until the sauce is thickened, about 2 to 3 minutes. Set aside. | Preheat an air fryer to 400°F (200°C) for 5 minutes. | In the air fryer basket, arrange the chicken wings in a single layer. | Air fry the chicken wings for 10 minutes. Flip the chicken wings and continue air frying for 8 minutes, or until the skin is golden brown and crispy. | Transfer the cooked wings to a bowl and toss with mango sauce. | Add to a serving plate and garnish with scallions, fresh chiles and a squeeze of lime juice. | Enjoy! | Don't let a good recipe slip away. Download the Tasty app and save your favorites for easy access.",https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/498326.jpg?resize=300:*&output-format=jpg&output-quality=auto
Romesco & Arugula Egg Bagel,https://tasty.co/recipe/romesco-arugula-egg-bagel,,,"4 oz cream cheese, room temperature | 4 Thomas’® Everything Bagels, toasted and halved | 2 cups arugula | 2 tablespoons olive oil | 4 large eggs | salt, to taste | freshly ground black pepper, to taste | 5 jarred roasted red peppers | ½ cup olive oil | ½ cup toasted blanched almonds | ⅓ cup fire-roasted canned tomatoes | ¼ cup fresh parsley leaves | ¼ cup toasted blanched hazelnuts | ½ lemon, juiced | 2 garlic cloves, peeled | 1 teaspoon red wine vinegar | 1 teaspoon salt | ½ teaspoon smoked paprika | ½ teaspoon red pepper flakes","Make the sandwiches: Spread the cream cheese evenly onto the bottom half of each toasted Thomas’® Everything Bagel, then top with the arugula. | Make the romesco sauce: In a blender, combine the red bell peppers, olive oil, almonds, tomatoes, parsley, hazelnuts, lemon juice, garlic, vinegar, salt, smoked paprika, and red pepper flakes. Blend for 5 minutes, or until smooth. | Heat the olive oil in a medium skillet over medium heat until it shimmers. Crack the eggs into the oil, 2-4 at a time, depending on the size of the skillet. Fry the eggs for 6-7 minutes, until whites are cooked through and yolks are still runny. Season with salt and black pepper. | Place a fried egg on top of the arugula for each sandwich. Spoon 1-2 tablespoons of the romesco sauce over each fried egg. Cover with the top half of each toasted Thomas’® Everything Bagel. | Enjoy!",https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/fd2705934ea44fed9eb7757c62839cf0.jpeg?resize=300:*&output-format=jpg&output-quality=auto
